Article_No,Category,Product_Name,Material,Specifications,Application,Source_Page
5302-1216,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel","Spiral screw for PowderProof® for powders up to 2 mm dia., for 1200 mm Code N2",,69
5302-0317,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel","Spiral screw for PowderProof® for granules 2 - 4 mm dia., for 300 mm Code N2",,69
5302-0617,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel","Spiral screw for PowderProof® for granules 2 - 4 mm dia., for 600 mm Code N2",,69
5302-0917,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel","Spiral screw for PowderProof® for granules 2 - 4 mm dia., for 900 mm Code N2",,69
5302-1217,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel","Spiral screw for PowderProof® for granules 2 - 4 mm dia., for 1200 mm Code N2",,69
3600-2120,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel",Transport case LxWxH 123x25x11 cm Code N4,,69
0318-0500,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel",Sampling bottle LDPE 500 ml Code N3,,69
0318-1000,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel",Sampling bottle LDPE 1000 ml Code N3,,69
5302-2055,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel","Basket for sample bottles 500 ml, Ø 84 mm, incl. holding ring Code N2",,69
5302-2105,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel","Basket for sample bottles 1000 ml, Ø 100 mm, incl. holding ring Code N2",,69
5338-0001,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel","Clamp for sampling bags, Ø 25 Code N2",,69
2348-0006,Samplers,PowderProof ® | mobile powder sampling,"AISI
                                                  301, AISI 316L, LDPE, Stainless steel","Packaging bags with closure, 220x160 mm, 1000 ml, 100 pieces Code N3",,69
5301-0500,Samplers,Samplers for silos,"AISI 304, aluminium, stainless steel","SiloDrill extension AISI 304, 100 cm Code N4",,70
3600-2120,Samplers,Samplers for silos,"AISI 304, aluminium, stainless steel",Transport case LxWxH 123x25x11 cm Code N4,,70
5380-0508,Samplers,Silo sampler SiloPicker,"AISI 316L, Stainless steel","2. When the sampling depth has been reached, the closure sleeve is opened by         SiloPicker extension 50 cm Code N4",,71
5380-1008,Samplers,Silo sampler SiloPicker,"AISI 316L, Stainless steel","gently pulling back the SiloPicker, the sampling container is filled.             SiloPicker extension 100 cm Code N4",,71
3600-2120,Samplers,Silo sampler SiloPicker,"AISI 316L, Stainless steel",3. Pull out the SiloPicker and empty it.                                             Transport case LxWxH 123x25x11 cm Code N4,,71
3600-2120,Samplers,Novartos | pharma zone sampler for sampling according to FDA guidelines for unit-dose sampling,,sample volumes on request.)                                                Transport case LxWxH 123x25x11 cm Code N4,,73
5358-1011,Samplers,Novartos | pharma zone sampler for sampling according to FDA guidelines for unit-dose sampling,,zerland.               Novartos head (not rounded) Code N4,,73
5307-0102,Containers,"MicroSampler | useful for taking small samples, sterilisable","AISI 316L, Stainless steel","MicroSampler heads ﬁts tube with 12 mm dia., capacity 0.2 ml Code N4",,74
5307-0105,Containers,"MicroSampler | useful for taking small samples, sterilisable","AISI 316L, Stainless steel","the sample flows in.                              MicroSampler heads ﬁts tube with 12 mm dia., capacity 0.5 ml Code N4",,74
5307-0110,Containers,"MicroSampler | useful for taking small samples, sterilisable","AISI 316L, Stainless steel","3. Close the volume tip, the sample is               MicroSampler heads ﬁts tube with 12 mm dia., capacity 1 ml Code N4",,74
5307-0202,Containers,"MicroSampler | useful for taking small samples, sterilisable","AISI 316L, Stainless steel","MicroSampler heads ﬁts tube with 25 mm dia., capacity 2 ml Code N4",,74
5307-0205,Containers,"MicroSampler | useful for taking small samples, sterilisable","AISI 316L, Stainless steel","MicroSampler heads ﬁts tube with 25 mm dia., capacity 5 ml Code N4",,74
5307-0210,Containers,"MicroSampler | useful for taking small samples, sterilisable","AISI 316L, Stainless steel","4. Pull back the lance, open the volume              MicroSampler heads ﬁts tube with 25 mm dia., capacity 10 ml Code N4",,74
5380-0506,Containers,PharmaPicker | for sampling very small quantities,"AISI 316L, Stainless steel",Extension rod PharmaPicker 500 mm Code N4,,75
5380-1006,Containers,PharmaPicker | for sampling very small quantities,"AISI 316L, Stainless steel","point, and the desired sample is collected.                          Extension rod PharmaPicker 1000 mm Code N4",,75
5346-1001,Containers,PharmaPicker | for sampling very small quantities,"AISI 316L, Stainless steel","4. Withdraw the PharmaPicker completely.                                Collection cylinder for 0.10–1.20 ml, without volume head Code N2",,75
5346-2001,Containers,PharmaPicker | for sampling very small quantities,"AISI 316L, Stainless steel","Collection cylinder for 1.25–2.50 ml, without volume head Code N2",,75
0006-8113,Containers,PharmaPicker | for sampling very small quantities,"AISI 316L, Stainless steel",Handle PharmaPicker Code N3,,75
5346-3100,Containers,Powder sampler Mini                                                    PharmaSpoon | for ultrapure sampling,"AISI 316L, stainless steel","0,1               300         6 Code N4",Ultra-pure media,76
5324-0001,Containers,Powder sampler Mini                                                    PharmaSpoon | for ultrapure sampling,"AISI 316L, stainless steel",650 Code N2,Ultra-pure media,76
5321-0300,Containers,Sampling lance Milky | acc. to EN ISO 707                                          StickProof,"AISI
                                                                                   316L, AISI 316L, PE, Stainless steel, stainless steel",150 Code N4,,77
0318-0250,Containers,QuickPicker | collects samples quickly and channels them directly into the sampling bottle,"AISI 316L, LDPE, PE, PP, stainless steel","Sampling bottle LDPE, 250 ml Code N3",Aggressive chemicals,79
0319-0250,Containers,QuickPicker | collects samples quickly and channels them directly into the sampling bottle,"AISI 316L, LDPE, PE, PP, stainless steel","Sampling bottle PP, 250 ml Code N3",Aggressive chemicals,79
3600-3000,Containers,QuickPicker | collects samples quickly and channels them directly into the sampling bottle,"AISI 316L, LDPE, PE, PP, stainless steel",Transport case for QuickPicker Code N3,Aggressive chemicals,79
5303-9100,Containers,close-it control seal | essential for sampling bulk goods,aluminium,The rear of the label is coated      close-it dispenser for labels with 150 x 150 mm Code N4,,81
5303-9100,Containers,Control seal close-it food & pharma,aluminium,close-it dispenser for labels with 150 x 150 mm Code N4,,82
5303-9000,Containers,close-it tape,,close-it dispenser for labels with 95 x 95 mm Code N4,,83
5303-9100,Containers,close-it tape,,close-it dispenser for labels with 150 x 150 mm Code N4,,83
5399-0003,Containers,seal-it security seal | for retention samples                                                  close-it dispenser,aluminium,178                     30                red                500 Code N4,,85
5303-9000,Containers,seal-it security seal | for retention samples                                                  close-it dispenser,aluminium,for labels with 95 x 95 mm Code N4,,85
5303-9100,Containers,seal-it security seal | for retention samples                                                  close-it dispenser,aluminium,for labels with 150 x 150 mm Code N4,,85
5303-9000,Containers,Tamper proof labels safe-it,,close-it dispenser for labels with 95 x 95 mm Code N4,,86
5399-2902,Containers,SampleSafe seal | secure your samples                                                   Sealable wide-necked bottles,stainless steel,260               2                 red               100 Code N4,,87
5399-2902,Containers,SampleSafe seal | secure your samples                                                   Sealable wide-necked bottles,stainless steel,"SampleSafe seal, red, 100 pieces Code N4",,87
5369-0900,Containers,Pigment lance                                                                       Valve lance,"AISI 316L, Stainless steel",900               25                 480         1032 Code N4,,88
3600-2120,Containers,Pigment lance                                                                       Valve lance,"AISI 316L, Stainless steel",Transport case LxWxH 123x25x11 cm Code N4,,88
5369-0910,Containers,Pigment lance                                                                       Valve lance,"AISI 316L, Stainless steel",900               50                 273         1032 Code N4,,88
3600-0021,Containers,QualiRod conical                                                       QualiRod cylindrical,"AISI 304, AISI420, Stainless steel","Transport case, inner dimensions 258x178x45 mm Code N3",,89
5383-1000,Containers,Stainless steel spatula                                                                Palette knife spatula,"AISI 304, AISI 316L, Stainless steel, stainless
                                                                                       steel, stainless steel",188                       50                    300 Code N4,,90
5386-0010,Containers,Stainless steel spatula                                                                Palette knife spatula,"AISI 304, AISI 316L, Stainless steel, stainless
                                                                                       steel, stainless steel",200 x 21 Code N4,,90
5386-0012,Containers,Stainless steel spatula                                                                Palette knife spatula,"AISI 304, AISI 316L, Stainless steel, stainless
                                                                                       steel, stainless steel",250 x 25 Code N4,,90
5341-1002,Containers,Spatula                                                  Mini ViscoSampler | for small quantities,"AISI 304, AISI 316L, PTFE, Stainless steel, stainless steel","Suction heads for Mini ViscoSampler, suction drill 2 mm Code N4",,91
